Text,Label
would definitely contend idea people predict viral growth occurr since jan,real
faucian faucian,fake
uganda postpo general elections due,fake
details total confir cases september confir cases confir cases confir cases confir cases far,real
president italy cry coronavirus,fake
explanation ris counts coronavirus cases test test increa nationally positivity trump right positivity rate would decreas least stay,fake
six new cases repor kwara edo rivers fct pm april confir cases repor dischar five deaths,real
icmr study plots peak around,fake
yet appro treatment drink salt ginger garlic water prevent,real
urgent cancer referrals made gps,real
news italy made whole world cry los whole family young man commit suicide jump roof,fake
difficult impossible days lockdown,fake
daily update trac million tests note track tests state states report details,real
impossible report anyth resembl real statistics hospitalizations icu admissions ventilator usage across uni fail health care,real
mo green covid warn dashboard indicat track contain cases steadily decreas new covid preparedness meets exceeds international standards across key,real
jan publis package guidance documents countries cover topics rela management new disease find test disease car patients infection prevention control measures protect,real
states repor new cases today near numbers result increa test captur rapid spread virus across large swath,real
post says two patients valley regional medical center brownsville texas loo possible coronavirus,fake
president trump as see covid death,fake
rt study identifies potential approach treat severe respiratory distress patients,real
